sample interval	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
    (0.001 sec)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
           3342	 -0.040	 -0.155	 -0.115	  0.098	  0.038	 -0.135	 -0.008	 -0.135	 -0.210	 -0.260	 -0.160	 -0.103
           3343	 -0.038	 -0.155	 -0.118	  0.095	  0.040	 -0.135	  0.000	 -0.138	 -0.213	 -0.263	 -0.163	 -0.105
           3344	 -0.035	 -0.158	 -0.123	  0.095	  0.043	 -0.140	  0.000	 -0.143	 -0.218	 -0.258	 -0.165	 -0.105
           3345	 -0.038	 -0.158	 -0.123	  0.095	  0.040	 -0.140	  0.000	 -0.140	 -0.215	 -0.253	 -0.165	 -0.103
           3346	 -0.035	 -0.158	 -0.123	  0.095	  0.043	 -0.140	 -0.008	 -0.145	 -0.220	 -0.255	 -0.165	 -0.105
           3347	 -0.033	 -0.155	 -0.123	  0.093	  0.045	 -0.140	 -0.010	 -0.148	 -0.220	 -0.255	 -0.168	 -0.110
           3348	 -0.035	 -0.160	 -0.125	  0.098	  0.045	 -0.143	 -0.008	 -0.145	 -0.220	 -0.255	 -0.170	 -0.113
           3349	 -0.043	 -0.165	 -0.123	  0.105	  0.038	 -0.143	  0.000	 -0.138	 -0.215	 -0.253	 -0.168	 -0.108
           3350	 -0.048	 -0.168	 -0.120	  0.108	  0.035	 -0.143	  0.000	 -0.138	 -0.220	 -0.255	 -0.165	 -0.103
           3351	 -0.043	 -0.165	 -0.123	  0.103	  0.040	 -0.143	 -0.003	 -0.145	 -0.223	 -0.260	 -0.168	 -0.105
           3352	 -0.038	 -0.165	 -0.128	  0.100	  0.045	 -0.145	 -0.005	 -0.153	 -0.225	 -0.263	 -0.170	 -0.108
           3353	 -0.040	 -0.165	 -0.125	  0.100	  0.043	 -0.143	 -0.003	 -0.150	 -0.220	 -0.265	 -0.173	 -0.108
           3354	 -0.043	 -0.163	 -0.120	  0.103	  0.038	 -0.140	 -0.003	 -0.148	 -0.220	 -0.268	 -0.178	 -0.105
           3355	 -0.043	 -0.158	 -0.115	  0.100	  0.038	 -0.138	 -0.005	 -0.145	 -0.220	 -0.270	 -0.183	 -0.110
           3356	 -0.040	 -0.160	 -0.120	  0.100	  0.040	 -0.140	 -0.008	 -0.148	 -0.220	 -0.268	 -0.183	 -0.118
           3357	 -0.043	 -0.165	 -0.123	  0.103	  0.040	 -0.143	 -0.003	 -0.145	 -0.215	 -0.268	 -0.180	 -0.120
           3358	 -0.043	 -0.168	 -0.125	  0.105	  0.040	 -0.145	 -0.003	 -0.145	 -0.218	 -0.268	 -0.178	 -0.118
           3359	 -0.038	 -0.165	 -0.125	  0.100	  0.043	 -0.145	 -0.005	 -0.145	 -0.223	 -0.270	 -0.180	 -0.118
           3360	 -0.035	 -0.163	 -0.128	  0.098	  0.045	 -0.145	 -0.005	 -0.148	 -0.223	 -0.270	 -0.180	 -0.118
           3361	 -0.040	 -0.168	 -0.128	  0.103	  0.043	 -0.148	  0.003	 -0.145	 -0.218	 -0.268	 -0.178	 -0.115
           3362	 -0.048	 -0.173	 -0.125	  0.110	  0.038	 -0.148	  0.005	 -0.143	 -0.215	 -0.265	 -0.173	 -0.110
           3363	 -0.050	 -0.175	 -0.125	  0.113	  0.038	 -0.148	  0.000	 -0.143	 -0.220	 -0.265	 -0.173	 -0.108
           3364	 -0.045	 -0.173	 -0.128	  0.108	  0.040	 -0.150	 -0.008	 -0.145	 -0.225	 -0.265	 -0.175	 -0.110
           3365	 -0.043	 -0.168	 -0.128	  0.103	  0.043	 -0.148	 -0.003	 -0.148	 -0.223	 -0.265	 -0.175	 -0.115
           3366	 -0.040	 -0.163	 -0.123	  0.100	  0.040	 -0.143	  0.003	 -0.148	 -0.220	 -0.263	 -0.173	 -0.118
           3367	 -0.038	 -0.160	 -0.123	  0.098	  0.040	 -0.140	  0.000	 -0.148	 -0.225	 -0.263	 -0.178	 -0.118
           3368	 -0.035	 -0.160	 -0.125	  0.098	  0.045	 -0.143	 -0.008	 -0.150	 -0.230	 -0.265	 -0.183	 -0.120
           3369	 -0.038	 -0.163	 -0.125	  0.100	  0.045	 -0.143	 -0.010	 -0.150	 -0.228	 -0.270	 -0.183	 -0.120
           3370	 -0.043	 -0.160	 -0.118	  0.100	  0.038	 -0.138	 -0.008	 -0.148	 -0.223	 -0.270	 -0.180	 -0.115
           3371	 -0.043	 -0.155	 -0.113	  0.098	  0.033	 -0.130	 -0.005	 -0.145	 -0.223	 -0.268	 -0.180	 -0.115
           3372	 -0.038	 -0.153	 -0.115	  0.095	  0.038	 -0.133	 -0.008	 -0.143	 -0.225	 -0.265	 -0.183	 -0.120
           3373	 -0.035	 -0.158	 -0.123	  0.095	  0.043	 -0.138	 -0.008	 -0.145	 -0.230	 -0.265	 -0.183	 -0.128
           3374	 -0.038	 -0.160	 -0.123	  0.098	  0.043	 -0.140	 -0.003	 -0.148	 -0.233	 -0.268	 -0.180	 -0.125
           3375	 -0.043	 -0.160	 -0.118	  0.100	  0.038	 -0.138	  0.000	 -0.148	 -0.233	 -0.265	 -0.178	 -0.118
           3376	 -0.045	 -0.160	 -0.115	  0.103	  0.035	 -0.138	  0.000	 -0.145	 -0.228	 -0.258	 -0.178	 -0.115
           3377	 -0.048	 -0.165	 -0.118	  0.105	  0.033	 -0.140	  0.000	 -0.143	 -0.223	 -0.255	 -0.180	 -0.118
           3378	 -0.050	 -0.168	 -0.118	  0.108	  0.033	 -0.143	  0.003	 -0.143	 -0.223	 -0.258	 -0.178	 -0.120
           3379	 -0.048	 -0.165	 -0.115	  0.105	  0.033	 -0.140	  0.005	 -0.143	 -0.225	 -0.260	 -0.178	 -0.120
           3380	 -0.045	 -0.160	 -0.115	  0.103	  0.035	 -0.138	  0.005	 -0.143	 -0.225	 -0.255	 -0.178	 -0.123
           3381	 -0.045	 -0.160	 -0.115	  0.103	  0.035	 -0.138	  0.005	 -0.143	 -0.223	 -0.253	 -0.178	 -0.125
           3382	 -0.048	 -0.163	 -0.115	  0.105	  0.033	 -0.138	  0.005	 -0.145	 -0.218	 -0.255	 -0.170	 -0.123
           3383	 -0.050	 -0.165	 -0.115	  0.105	  0.033	 -0.138	  0.003	 -0.145	 -0.218	 -0.255	 -0.163	 -0.113
           3384	 -0.048	 -0.165	 -0.118	  0.105	  0.035	 -0.140	 -0.003	 -0.143	 -0.218	 -0.253	 -0.163	 -0.103
           3385	 -0.048	 -0.165	 -0.118	  0.105	  0.035	 -0.140	 -0.005	 -0.143	 -0.218	 -0.253	 -0.168	 -0.105
           3386	 -0.050	 -0.165	 -0.115	  0.108	  0.033	 -0.140	  0.000	 -0.143	 -0.220	 -0.258	 -0.173	 -0.113
           3387	 -0.050	 -0.165	 -0.113	  0.108	  0.030	 -0.138	  0.005	 -0.143	 -0.223	 -0.258	 -0.170	 -0.115
           3388	 -0.048	 -0.163	 -0.115	  0.105	  0.033	 -0.138	  0.008	 -0.138	 -0.223	 -0.250	 -0.168	 -0.108
           3389	 -0.045	 -0.160	 -0.118	  0.103	  0.035	 -0.138	  0.003	 -0.138	 -0.220	 -0.248	 -0.168	 -0.103
           3390	 -0.045	 -0.160	 -0.115	  0.103	  0.035	 -0.138	  0.000	 -0.145	 -0.220	 -0.253	 -0.173	 -0.108
           3391	 -0.045	 -0.160	 -0.113	  0.103	  0.035	 -0.138	 -0.003	 -0.153	 -0.223	 -0.260	 -0.175	 -0.115
           3392	 -0.045	 -0.160	 -0.115	  0.103	  0.035	 -0.138	  0.000	 -0.153	 -0.223	 -0.260	 -0.175	 -0.115
           3393	 -0.045	 -0.163	 -0.118	  0.105	  0.035	 -0.138	  0.003	 -0.150	 -0.223	 -0.258	 -0.175	 -0.113
           3394	 -0.048	 -0.163	 -0.115	  0.105	  0.033	 -0.138	  0.005	 -0.145	 -0.223	 -0.263	 -0.175	 -0.115
           3395	 -0.048	 -0.163	 -0.115	  0.103	  0.033	 -0.138	  0.005	 -0.140	 -0.225	 -0.268	 -0.178	 -0.120
           3396	 -0.040	 -0.163	 -0.123	  0.100	  0.040	 -0.143	  0.000	 -0.130	 -0.218	 -0.260	 -0.175	 -0.123
           3397	 -0.033	 -0.165	 -0.133	  0.100	  0.050	 -0.150	 -0.003	 -0.120	 -0.203	 -0.253	 -0.173	 -0.120
           3398	 -0.030	 -0.170	 -0.140	  0.100	  0.055	 -0.155	  0.000	 -0.110	 -0.190	 -0.255	 -0.170	 -0.115
           3399	 -0.028	 -0.170	 -0.145	  0.098	  0.058	 -0.158	  0.005	 -0.095	 -0.185	 -0.263	 -0.173	 -0.118
           3400	 -0.018	 -0.168	 -0.150	  0.093	  0.065	 -0.158	  0.010	 -0.070	 -0.175	 -0.263	 -0.175	 -0.123
           3401	 -0.005	 -0.163	 -0.155	  0.083	  0.073	 -0.158	  0.010	 -0.040	 -0.150	 -0.253	 -0.178	 -0.128
           3402	  0.003	 -0.153	 -0.155	  0.075	  0.078	 -0.153	  0.015	 -0.010	 -0.108	 -0.235	 -0.175	 -0.130
           3403	  0.008	 -0.143	 -0.148	  0.068	  0.078	 -0.143	  0.028	  0.025	 -0.055	 -0.215	 -0.170	 -0.130
           3404	  0.013	 -0.130	 -0.143	  0.058	  0.078	 -0.135	  0.045	  0.078	  0.013	 -0.183	 -0.163	 -0.128
           3405	  0.020	 -0.120	 -0.140	  0.050	  0.080	 -0.128	  0.060	  0.133	  0.078	 -0.148	 -0.155	 -0.128
           3406	  0.025	 -0.110	 -0.135	  0.043	  0.080	 -0.123	  0.073	  0.173	  0.133	 -0.123	 -0.150	 -0.130
           3407	  0.028	 -0.103	 -0.130	  0.035	  0.080	 -0.115	  0.080	  0.205	  0.175	 -0.103	 -0.145	 -0.125
           3408	  0.033	 -0.090	 -0.123	  0.028	  0.078	 -0.105	  0.090	  0.255	  0.238	 -0.065	 -0.128	 -0.108
           3409	  0.038	 -0.068	 -0.108	  0.013	  0.073	 -0.085	  0.098	  0.325	  0.330	  0.005	 -0.090	 -0.078
           3410	  0.048	 -0.033	 -0.080	 -0.008	  0.063	 -0.055	  0.100	  0.398	  0.438	  0.098	 -0.033	 -0.040
           3411	  0.060	  0.013	 -0.050	 -0.035	  0.055	 -0.020	  0.100	  0.448	  0.530	  0.195	  0.038	  0.003
           3412	  0.078	  0.060	 -0.018	 -0.068	  0.048	  0.020	  0.098	  0.480	  0.615	  0.295	  0.110	  0.050
           3413	  0.093	  0.120	  0.028	 -0.105	  0.033	  0.073	  0.093	  0.500	  0.708	  0.413	  0.190	  0.108
           3414	  0.100	  0.198	  0.098	 -0.148	  0.000	  0.148	  0.085	  0.500	  0.800	  0.548	  0.288	  0.170
           3415	  0.100	  0.285	  0.185	 -0.193	 -0.043	  0.238	  0.080	  0.463	  0.853	  0.683	  0.395	  0.235
           3416	  0.095	  0.373	  0.278	 -0.233	 -0.090	  0.325	  0.080	  0.375	  0.830	  0.795	  0.500	  0.305
           3417	  0.088	  0.458	  0.373	 -0.270	 -0.143	  0.415	  0.070	  0.228	  0.730	  0.883	  0.603	  0.388
           3418	  0.078	  0.560	  0.483	 -0.318	 -0.203	  0.520	  0.038	  0.035	  0.585	  0.973	  0.718	  0.485
           3419	  0.070	  0.680	  0.610	 -0.375	 -0.270	  0.645	 -0.018	 -0.175	  0.425	  1.083	  0.848	  0.585
           3420	  0.065	  0.800	  0.735	 -0.433	 -0.335	  0.768	 -0.083	 -0.373	  0.280	  1.200	  0.983	  0.680
           3421	  0.058	  0.903	  0.845	 -0.480	 -0.393	  0.873	 -0.148	 -0.558	  0.150	  1.298	  1.103	  0.770
           3422	  0.048	  0.998	  0.950	 -0.523	 -0.450	  0.973	 -0.223	 -0.753	  0.028	  1.385	  1.213	  0.860
           3423	  0.040	  1.113	  1.070	 -0.575	 -0.515	  1.090	 -0.320	 -0.980	 -0.115	  1.488	  1.330	  0.955
           3424	  0.038	  1.245	  1.208	 -0.640	 -0.585	  1.225	 -0.443	 -1.223	 -0.270	  1.615	  1.465	  1.053
           3425	  0.035	  1.365	  1.328	 -0.700	 -0.645	  1.345	 -0.575	 -1.450	 -0.418	  1.748	  1.600	  1.145
           3426	  0.033	  1.423	  1.390	 -0.728	 -0.678	  1.405	 -0.690	 -1.623	 -0.520	  1.878	  1.718	  1.218
           3427	  0.030	  1.395	  1.365	 -0.713	 -0.665	  1.378	 -0.758	 -1.720	 -0.575	  2.010	  1.805	  1.258
           3428	  0.028	  1.298	  1.270	 -0.663	 -0.620	  1.283	 -0.768	 -1.740	 -0.598	  2.145	  1.868	  1.265
           3429	  0.023	  1.183	  1.160	 -0.603	 -0.568	  1.170	 -0.740	 -1.723	 -0.618	  2.258	  1.908	  1.253
           3430	  0.013	  1.093	  1.080	 -0.553	 -0.533	  1.085	 -0.718	 -1.705	 -0.643	  2.335	  1.940	  1.243
           3431	  0.008	  1.030	  1.025	 -0.518	 -0.508	  1.025	 -0.718	 -1.703	 -0.673	  2.383	  1.963	  1.233
           3432	  0.008	  0.963	  0.955	 -0.485	 -0.473	  0.958	 -0.725	 -1.685	 -0.698	  2.395	  1.955	  1.210
           3433	  0.013	  0.860	  0.848	 -0.438	 -0.415	  0.853	 -0.730	 -1.635	 -0.725	  2.350	  1.898	  1.158
           3434	  0.023	  0.738	  0.715	 -0.380	 -0.345	  0.725	 -0.740	 -1.555	 -0.745	  2.258	  1.808	  1.090
           3435	  0.040	  0.610	  0.570	 -0.325	 -0.265	  0.590	 -0.768	 -1.465	 -0.753	  2.168	  1.715	  1.023
           3436	  0.063	  0.480	  0.418	 -0.270	 -0.178	  0.448	 -0.795	 -1.360	 -0.743	  2.093	  1.615	  0.950
           3437	  0.078	  0.328	  0.250	 -0.203	 -0.088	  0.290	 -0.803	 -1.245	 -0.733	  1.963	  1.468	  0.848
           3438	  0.075	  0.160	  0.085	 -0.118	 -0.005	  0.123	 -0.785	 -1.125	 -0.723	  1.760	  1.265	  0.713
           3439	  0.070	  0.000	 -0.070	 -0.035	  0.070	 -0.035	 -0.755	 -1.008	 -0.705	  1.563	  1.060	  0.570
           3440	  0.075	 -0.135	 -0.210	  0.030	  0.143	 -0.173	 -0.715	 -0.888	 -0.673	  1.428	  0.895	  0.450
           3441	  0.085	 -0.243	 -0.328	  0.078	  0.205	 -0.285	 -0.660	 -0.773	 -0.670	  1.230	  0.728	  0.338
           3442	  0.078	 -0.325	 -0.403	  0.123	  0.240	 -0.363	 -0.600	 -0.685	 -0.743	  0.798	  0.488	  0.215
           3443	  0.050	 -0.383	 -0.433	  0.165	  0.240	 -0.405	 -0.555	 -0.640	 -0.885	  0.173	  0.183	  0.083
           3444	  0.025	 -0.415	 -0.440	  0.195	  0.233	 -0.428	 -0.525	 -0.610	 -1.000	 -0.360	 -0.073	 -0.023
           3445	  0.018	 -0.440	 -0.458	  0.210	  0.238	 -0.450	 -0.490	 -0.568	 -1.018	 -0.590	 -0.203	 -0.085
           3446	  0.020	 -0.463	 -0.483	  0.220	  0.250	 -0.473	 -0.438	 -0.513	 -0.950	 -0.585	 -0.235	 -0.120
           3447	  0.013	 -0.475	 -0.488	  0.230	  0.248	 -0.480	 -0.380	 -0.478	 -0.873	 -0.543	 -0.250	 -0.145
           3448	 -0.003	 -0.468	 -0.465	  0.235	  0.230	 -0.465	 -0.340	 -0.470	 -0.820	 -0.533	 -0.273	 -0.165
           3449	 -0.010	 -0.445	 -0.435	  0.228	  0.213	 -0.438	 -0.318	 -0.478	 -0.780	 -0.500	 -0.275	 -0.173
           3450	 -0.010	 -0.420	 -0.410	  0.215	  0.200	 -0.415	 -0.300	 -0.480	 -0.725	 -0.415	 -0.243	 -0.168
